transcript	gencode_gene	gencode_gene_id	gnomad_gene	chr	gnomad_transcript_start	gnomad_transcript_end	gnomad_cds_start	gnomad_cds_end	strand
ENST00000428311	ZNF709	ENSG00000196826	ZNF709	19	12572373	12662288	12574813	12662146	-
ENST00000428314	MYO7B	ENSG00000169994	MYO7B	2	128293378	128395304	128317298	128394989	+
ENST00000428343	RFX8	ENSG00000196460	RFX8	2	102013823	102091165	102014013	102083310	-
ENST00000428368	MYT1L	ENSG00000186487	MYT1L	2	1792885	2335032	1795642	1983549	-
ENST00000428417	TMEM51	ENSG00000171729	TMEM51	1	15479028	15546976	15541584	15546236	+
ENST00000428432	SAMD7	ENSG00000187033	SAMD7	3	169629360	169656963	169637287	169656291	+
ENST00000428433	PAX2	ENSG00000075891	PAX2	10	102495360	102589698	102506018	102587373	+
ENST00000428443	SESTD1	ENSG00000187231	SESTD1	2	179966419	180129517	179974629	180056568	-
ENST00000428554	CCDC30	ENSG00000186409	CCDC30	1	42929001	43120335	43002156	43119696	+
ENST00000428556	AC103801.2	ENSG00000229387	AC103801.2	11	22646860	22647369	22647057	22647116	+
ENST00000428558	RECQL4	ENSG00000160957	RECQL4	8	145736667	145743229	145736817	145743168	-
ENST00000428559	DERA	ENSG00000023697	DERA	12	16064106	16190220	16064318	16189677	+
ENST00000428670	ATP2B1	ENSG00000070961	ATP2B1	12	89981828	90103077	89984764	90049663	-
ENST00000428675	PLCL1	ENSG00000115896	PLCL1	2	198669426	199437305	198669824	199011683	+
ENST00000428676	U82695.9	ENSG00000224963	U82695.9	X	152751314	152752546	152751358	152752265	+
ENST00000428701	HLA-G	ENSG00000204632	HLA-G	6	29794744	29798902	29795622	29798156	+
ENST00000428715	HMCN2	ENSG00000148357	HMCN2	9	133046882	133309510	133285949	133309077	+
ENST00000428720	SLC6A12	ENSG00000111181	SLC6A12	12	299243	323736	300237	319152	-
ENST00000428726	CD44	ENSG00000026508	CD44	11	35160417	35253949	35160851	35250877	+
ENST00000428762	RELN	ENSG00000189056	RELN	7	103112231	103629963	103113262	103629803	-
ENST00000428771	HES4	ENSG00000188290	HES4	1	934342	935552	934442	935353	-
ENST00000428789	MGAT5B	ENSG00000167889	MGAT5B	17	74864538	74946475	74868832	74944917	+
ENST00000428797	GABRA1	ENSG00000022355	GABRA1	5	161274197	161326975	161277817	161324425	+
ENST00000428826	EZH1	ENSG00000108799	EZH1	17	40852293	40897071	40854553	40880959	-
ENST00000428845	TSPY10	ENSG00000236424	TSPY10	Y	9365489	9368291	9365535	9368094	+
ENST00000428847	FBXO43	ENSG00000156509	FBXO43	8	101145588	101158028	101146033	101157363	-
ENST00000428849	KIFC1	ENSG00000237649	KIFC1	6	33359313	33377701	33359763	33377464	+
ENST00000428879	MMADHC	ENSG00000168288	MMADHC	2	150426148	150444330	150426491	150443611	-
ENST00000428928	AC007952.5	ENSG00000228157	AC007952.5	17	18996287	19000150	18996505	18997163	+
ENST00000428931	UBAP2L	ENSG00000143569	UBAP2L	1	154192655	154243986	154197600	154242768	+
ENST00000428956	C4A	ENSG00000244731	C4A	6	31949801	31970458	31949885	31970314	+
ENST00000429019	AC097381.1	ENSG00000228919	AC097381.1	4	7940728	7942022	7940893	7941705	+
ENST00000429027	PLEKHA5	ENSG00000052126	PLEKHA5	12	19282648	19529334	19282734	19522718	+
ENST00000429149	IL34	ENSG00000157368	IL34	16	70613798	70694585	70680851	70694087	+
ENST00000429154	ZNF230	ENSG00000159882	ZNF230	19	44507100	44518078	44511231	44515613	+
ENST00000429169	AL049840.1	ENSG00000224997	AL049840.1	14	104177607	104179149	104177700	104178158	+
ENST00000429204	ITPKB	ENSG00000143772	ITPKB	1	226819391	226927024	226822375	226925159	-
ENST00000429205	SENP3	ENSG00000161956	SENP3	17	7465192	7475287	7466394	7474798	+
ENST00000429234	XXbac-BPG181M17.5	ENSG00000248993	XXbac-BPG181M17.5	6	32905141	32920899	32905141	32920813	-
ENST00000429238	AP000304.12	ENSG00000249209	AP000304.12	21	34956993	35284635	34956993	35284635	-
ENST00000429243	PRR13	ENSG00000205352	PRR13	12	53835389	53840429	53836499	53839840	+
ENST00000429260	C9orf116	ENSG00000160345	C9orf116	9	138387027	138393580	138387276	138391697	-
ENST00000429261	PLA2G2C	ENSG00000187980	PLA2G2C	1	20487746	20503917	20490487	20503856	-
ENST00000429277	LDB3	ENSG00000122367	LDB3	10	88428206	88495825	88428449	88492730	+
ENST00000429299	LTB	ENSG00000227507	LTB	6	31548302	31550299	31548489	31550194	-
ENST00000429344	CACTIN	ENSG00000105298	CACTIN	19	3610639	3626813	3611924	3626760	-
ENST00000429354	SIGLEC5	ENSG00000268500	SIGLEC5	19	52115344	52150142	52115487	52150012	-
ENST00000429416	SMARCA4	ENSG00000127616	SMARCA4	19	11071598	11176071	11094828	11172489	+
ENST00000429431	KIAA0125	ENSG00000226777	KIAA0125	14	106383838	106391825	106386952	106388495	+
ENST00000429433	BEND3	ENSG00000178409	BEND3	6	107386386	107436473	107389911	107420489	-
ENST00000429436	MARK3	ENSG00000075413	MARK3	14	103851729	103970168	103852367	103969561	+
ENST00000429523	TMEM30C	ENSG00000235156	TMEM30C	3	99904531	99913035	99904531	99908931	+
ENST00000429538	PAX8	ENSG00000125618	PAX8	2	113973574	114036527	113976113	114035971	-
ENST00000429566	OR1M1	ENSG00000170929	OR1M1	19	9203855	9204889	9203921	9204859	+
ENST00000429584	YY2	ENSG00000230797	YY2	X	21874105	21876845	21874603	21875718	+
ENST00000429586	ABCF3	ENSG00000161204	ABCF3	3	183903811	183911800	183903996	183911483	+
ENST00000429591	ZNF713	ENSG00000178665	ZNF713	7	55955169	56009918	55980369	56007696	+
ENST00000429604	ZNF160	ENSG00000170949	ZNF160	19	53569859	53606689	53571333	53589529	-
ENST00000429644	GBE1	ENSG00000114480	GBE1	3	81538850	81811312	81539561	81810668	-
ENST00000429665	PRSS42	ENSG00000178055	PRSS42	3	46871032	46875585	46871897	46875585	-
ENST00000429667	USP17L13	ENSG00000232399	USP17L13	4	9212383	9228214	9226622	9228211	+
ENST00000429673	IFRD2	ENSG00000214706	IFRD2	3	50325163	50330349	50325625	50329897	-
ENST00000429709	ACTL6A	ENSG00000136518	ACTL6A	3	179280668	179306196	179280881	179305795	+
ENST00000429711	RPL32	ENSG00000144713	RPL32	3	12875984	12883087	12877596	12881736	-
ENST00000429722	ALKBH2	ENSG00000189046	ALKBH2	12	109525996	109531436	109526014	109530591	-
ENST00000429772	TMEM106C	ENSG00000134291	TMEM106C	12	48357352	48362661	48358020	48362009	+
ENST00000429828	NUTM2B	ENSG00000188199	NUTM2B	10	81462983	81474437	81463366	81472238	+
ENST00000429849	C12orf71	ENSG00000214700	C12orf71	12	27233991	27235447	27234110	27235416	-
ENST00000429927	CDKL2	ENSG00000138769	CDKL2	4	76503215	76555900	76507046	76551172	-
ENST00000429930	AL138764.1	ENSG00000226209	AL138764.1	10	13350145	13350447	13350148	13350447	-
ENST00000429976	TRANK1	ENSG00000168016	TRANK1	3	36868311	36986548	36869769	36986300	-
ENST00000429979	KIAA0226L	ENSG00000102445	KIAA0226L	13	46916139	47012325	46917523	46946610	-
ENST00000429984	NUTM2E	ENSG00000228570	NUTM2E	10	81601114	81610632	81601497	81610359	+
ENST00000429989	TSPAN14	ENSG00000108219	TSPAN14	10	82213922	82292879	82248990	82277729	+
ENST00000429990	NPIPB15	ENSG00000196436	NPIPB15	16	74411776	74425978	74411872	74425975	+
ENST00000430046	FCHO2	ENSG00000157107	FCHO2	5	72251808	72386349	72251924	72383914	+
ENST00000430069	TBL1XR1	ENSG00000177565	TBL1XR1	3	176737143	176915261	176743289	176782765	-
ENST00000430070	KBTBD4	ENSG00000123444	KBTBD4	11	47593749	47600567	47594485	47600503	-
ENST00000430082	ECD	ENSG00000122882	ECD	10	74889913	74928813	74894344	74923695	-
ENST00000430121	FAM198A	ENSG00000144649	FAM198A	3	43020759	43101703	43021135	43097875	+
ENST00000430124	MLN	ENSG00000096395	MLN	6	33762450	33771788	33762605	33768940	-
ENST00000430249	CPS1	ENSG00000021826	CPS1	2	211342406	211543831	211342488	211542706	+
ENST00000430256	KCTD15	ENSG00000153885	KCTD15	19	34286838	34306668	34291360	34303850	+
ENST00000430297	FAM134A	ENSG00000144567	FAM134A	2	220040947	220050201	220043075	220047348	+
ENST00000430325	CNTD2	ENSG00000105219	CNTD2	19	40728115	40732597	40728962	40732548	-
ENST00000430334	PLEKHM1	ENSG00000225190	PLEKHM1	17	43513266	43568115	43515227	43559850	-
ENST00000430365	VGLL4	ENSG00000144560	VGLL4	3	11597544	11762220	11600033	11684992	-
ENST00000430385	ZNF799	ENSG00000196466	ZNF799	19	12500830	12512085	12501283	12511884	-
ENST00000430427	CIDEC	ENSG00000187288	CIDEC	3	9908398	9921938	9908821	9920170	-
ENST00000430430	ZBTB10	ENSG00000205189	ZBTB10	8	81397854	81438500	81399046	81431760	+
ENST00000430451	SYT16	ENSG00000139973	SYT16	14	62453803	62568431	62462738	62567422	+
ENST00000430479	ETV1	ENSG00000006468	ETV1	7	13930853	14031050	13935494	14028677	-
ENST00000430512	TPSB2	ENSG00000197253	TPSB2	16	1277272	1280214	1278653	1279952	-
ENST00000430580	NBPF1	ENSG00000219481	NBPF1	1	16888814	16940057	16890441	16918516	-
ENST00000430629	WASF2	ENSG00000158195	WASF2	1	27730730	27816669	27734686	27755400	-
ENST00000430695	AL121963.1	ENSG00000234188	AL121963.1	6	116442320	116443093	116442320	116443093	+
ENST00000430889	HOXC4	ENSG00000273266	HOXC4	12	54447661	54449814	54447707	54448986	+
ENST00000430969	TNRC18	ENSG00000182095	TNRC18	7	5346421	5465045	5347740	5460877	-
ENST00000430975	AC011475.1	ENSG00000226104	AC011475.1	19	10751715	10752093	10751715	10752093	+
ENST00000430980	AC104809.3	ENSG00000226321	AC104809.3	2	241858202	241932728	241861986	241903955	+
ENST00000430988	AC011239.1	ENSG00000224361	AC011239.1	2	23729913	23747214	23729913	23746961	-
ENST00000431011	LCE6A	ENSG00000235942	LCE6A	1	152815344	152816459	152815997	152816236	+
ENST00000431067	ORM2	ENSG00000228278	ORM2	9	117092149	117095532	117092185	117095411	+
ENST00000431078	CNTNAP5	ENSG00000155052	CNTNAP5	2	124782864	125672864	124783228	125671862	+
ENST00000431156	TTI2	ENSG00000129696	TTI2	8	33330904	33371119	33356694	33370131	-
ENST00000431162	TTC21A	ENSG00000168026	TTC21A	3	39149152	39180394	39149329	39180276	+
ENST00000431206	PSMD13	ENSG00000185627	PSMD13	11	236546	252983	237050	252597	+
ENST00000431231	ARHGAP23	ENSG00000225485	ARHGAP23	17	36584662	36668628	36584730	36667205	+
ENST00000431232	TMEM8A	ENSG00000129925	TMEM8A	16	420773	437113	421990	431821	-
ENST00000431281	ACBD4	ENSG00000181513	ACBD4	17	43209967	43221548	43213512	43221005	+
ENST00000431350	TLK1	ENSG00000198586	TLK1	2	171847333	172087824	171850293	172016938	-
ENST00000431365	RLN3	ENSG00000171136	RLN3	19	14138960	14141854	14139017	14141757	+
ENST00000431388	C17orf89	ENSG00000224877	C17orf89	17	79213039	79215081	79213164	79214813	+
ENST00000431473	RIMKLA	ENSG00000177181	RIMKLA	1	42846466	42888249	42846606	42880642	+
ENST00000431501	AC005008.2	ENSG00000237896	AC005008.2	7	80804824	80828431	80804829	80819262	+
ENST00000431524	OR10G8	ENSG00000234560	OR10G8	11	123900297	123901341	123900330	123901262	+
ENST00000431526	ZNF598	ENSG00000167962	ZNF598	16	2047655	2059824	2048236	2059748	-
ENST00000431530	MTUS2	ENSG00000132938	MTUS2	13	29598748	30077892	29598806	30077340	+
ENST00000431561	ZNF200	ENSG00000010539	ZNF200	16	3272325	3286221	3273895	3283755	-
ENST00000431635	EBNA1BP2	ENSG00000117395	EBNA1BP2	1	43629846	43736607	43630117	43638092	-
ENST00000431670	PHLDB2	ENSG00000144824	PHLDB2	3	111451344	111695364	111602925	111693407	+
ENST00000431683	GLB1L3	ENSG00000166105	GLB1L3	11	134144139	134189458	134146635	134188833	+
ENST00000431696	RP11-565P22.6	ENSG00000254706	RP11-565P22.6	1	162335197	162351905	162335197	162351905	+
ENST00000431717	C3orf52	ENSG00000114529	C3orf52	3	111805182	111849851	111805255	111835842	+
ENST00000431736	UBE4A	ENSG00000110344	UBE4A	11	118230300	118269926	118235796	118267152	+
ENST00000431794	MYO19	ENSG00000141140	MYO19	17	34851477	34899284	34852098	34888368	-
ENST00000431802	BCS1L	ENSG00000074582	BCS1L	2	219523487	219528166	219525711	219528106	+
ENST00000431828	KANSL3	ENSG00000114982	KANSL3	2	97258907	97308524	97261351	97302872	-
ENST00000431843	SIGIRR	ENSG00000185187	SIGIRR	11	405716	417455	405899	409874	-
ENST00000431845	ZBTB22	ENSG00000236104	ZBTB22	6	33282183	33285719	33282792	33284693	-
ENST00000431877	SSFA2	ENSG00000138434	SSFA2	2	182756560	182795465	182756794	182792989	+
ENST00000431882	C7orf25	ENSG00000136197	C7orf25	7	42948325	42951904	42949237	42951666	-
ENST00000431975	AKAP7	ENSG00000118507	AKAP7	6	131456806	131604675	131456904	131602863	+
ENST00000432126	KIAA0141	ENSG00000081791	KIAA0141	5	141303373	141321612	141303507	141318321	+
ENST00000432176	FAM126A	ENSG00000122591	FAM126A	7	22980878	23053749	22985211	23030730	-
ENST00000432196	KBTBD13	ENSG00000234438	KBTBD13	15	65369154	65372276	65369154	65370527	+
ENST00000432261	RNF24	ENSG00000101236	RNF24	20	3907956	3996229	3914713	3955034	-
ENST00000432329	CREB1	ENSG00000118260	CREB1	2	208394461	208468155	208420360	208461779	+
ENST00000432382	CTC-349C3.1	ENSG00000224186	C5orf66	5	134368970	134691744	134669809	134679153	+
ENST00000432561	CHFR	ENSG00000072609	CHFR	12	133398773	133532890	133418143	133463914	-
ENST00000432564	HCAR1	ENSG00000196917	HCAR1	12	123104824	123215390	123213849	123214886	-
ENST00000432593	TMPRSS11BNL	ENSG00000226894	TMPRSS11BNL	4	69054242	69083798	69056962	69083631	-
ENST00000432605	C2orf74	ENSG00000237651	C2orf74	2	61372243	61391964	61389629	61391659	+
ENST00000432622	FAM229A	ENSG00000225828	FAM229A	1	32826871	32829879	32827037	32827692	-
ENST00000432641	ACN9	ENSG00000196636	ACN9	7	96745902	96811075	96747036	96810524	+
ENST00000432648	AKIRIN1	ENSG00000174574	AKIRIN1	1	39456895	39471731	39457053	39469724	+
ENST00000432680	MAMLD1	ENSG00000013619	MAMLD1	X	149529689	149682448	149613783	149681340	+
ENST00000432710	GSG1	ENSG00000111305	GSG1	12	13236494	13256619	13237838	13256446	-
ENST00000432792	TMEM125	ENSG00000179178	TMEM125	1	43735665	43739673	43738394	43739050	+
ENST00000432825	FBXO10	ENSG00000147912	FBXO10	9	37510889	37588871	37512547	37541765	-
ENST00000432826	TARM1	ENSG00000248385	TARM1	19	54573149	54584634	54573260	54584609	-
ENST00000432901	PET117	ENSG00000232838	PET117	20	18118517	18123813	18118600	18122998	+
ENST00000432919	NFAT5	ENSG00000102908	NFAT5	16	69598997	69738569	69600205	69729271	+
ENST00000432920	RP4-559A3.7	ENSG00000255835	RP4-559A3.7	1	226074396	226111978	226074776	226111810	-
ENST00000432929	KANK2	ENSG00000197256	KANK2	19	11274943	11308467	11277237	11305187	-
ENST00000432992	GAS7	ENSG00000007237	GAS7	17	9813926	10101868	9820548	10101707	-
ENST00000432997	KCNMB2	ENSG00000197584	KCNMB2	3	177990720	178562217	178525198	178560722	+
ENST00000432999	ZBED5	ENSG00000236287	ZBED5	11	10833621	10880343	10874414	10876492	-
ENST00000433034	ARPC4	ENSG00000241553	ARPC4	3	9834179	9849410	9834806	9847896	+
ENST00000433053	BSCL2	ENSG00000168000	BSCL2	11	62457747	62477317	62457842	62474667	-
ENST00000433060	AMOTL1	ENSG00000166025	AMOTL1	11	94439597	94609918	94501678	94603957	+
ENST00000433076	RPP21	ENSG00000241370	RPP21	6	30312908	30314661	30312949	30314584	+
ENST00000433078	TMEM243	ENSG00000135185	TMEM243	7	86825478	86849903	86825955	86848819	-
ENST00000433154	CCDC79	ENSG00000249961	CCDC79	16	66788879	66835523	66788882	66830701	-
ENST00000433179	C1orf170	ENSG00000187642	C1orf170	1	910579	917497	911555	917497	-
ENST00000433197	ERN1	ENSG00000178607	ERN1	17	62116502	62208179	62121351	62207389	-
ENST00000433211	CTNNA3	ENSG00000183230	CTNNA3	10	67672276	69455927	67680091	69407271	-
ENST00000433279	AL353698.1	ENSG00000233889	AL353698.1	X	56100757	56102014	56101008	56101232	+
ENST00000433342	C1orf167	ENSG00000215910	C1orf167	1	11821844	11849642	11821844	11849500	+
ENST00000433351	PCYOX1	ENSG00000116005	PCYOX1	2	70484518	70508323	70485297	70504521	+
ENST00000433360	PPP1R9A	ENSG00000158528	PPP1R9A	7	94536514	94925727	94539426	94919612	+
ENST00000433363	SLC13A5	ENSG00000141485	SLC13A5	17	6588032	6616886	6589529	6616652	-
ENST00000433368	CRISP3	ENSG00000096006	CRISP3	6	49695097	49712150	49696446	49712080	-
ENST00000433387	TTLL8	ENSG00000138892	TTLL8	22	50453552	50495364	50453556	50495364	-
ENST00000433389	ESRP1	ENSG00000104413	ESRP1	8	95653302	95719694	95653547	95709151	+
ENST00000433395	AP000295.9	ENSG00000249624	AP000295.9	21	34619079	34655517	34619079	34655514	+
ENST00000433452	PRAP1	ENSG00000165828	PRAP1	10	135160650	135166187	135160922	135165941	+
ENST00000433473	PPT1	ENSG00000131238	PPT1	1	40538379	40563375	40539736	40562910	-
ENST00000433477	CTSO	ENSG00000256043	CTSO	4	156845270	156875069	156847191	156874999	-
ENST00000433518	TSRM	ENSG00000236294	TSRM	7	113091127	113091457	113091127	113091453	+
ENST00000433529	TIA1	ENSG00000116001	TIA1	2	70436576	70475792	70439854	70475562	-
ENST00000433542	CCDC14	ENSG00000175455	CCDC14	3	123616152	123680564	123633629	123680164	-
ENST00000433642	BLOC1S3	ENSG00000189114	BLOC1S3	19	45682003	45685059	45682555	45683160	+
ENST00000433731	RNF212	ENSG00000178222	RNF212	4	1050038	1107350	1066665	1107252	-
ENST00000433765	CHRM4	ENSG00000180720	CHRM4	11	46406640	46408107	46406671	46408107	-
ENST00000433835	AP000350.10	ENSG00000251357	AP000350.10	22	24204375	24237410	24204375	24237249	+
ENST00000433840	AP001631.10	ENSG00000228120	AP001631.10	21	44579176	44582387	44579358	44581362	-
ENST00000433855	KCNA6	ENSG00000151079	KCNA6	12	4918342	4960277	4919208	4920794	+
ENST00000433866	HSBP1	ENSG00000230989	HSBP1	16	83841448	83853342	83841682	83843025	+
ENST00000433867	PRKD2	ENSG00000105287	PRKD2	19	47177532	47220384	47177783	47219627	-
ENST00000433922	BZW2	ENSG00000136261	BZW2	7	16685756	16746148	16705069	16745710	+
ENST00000433931	SYNJ1	ENSG00000159082	SYNJ1	21	34001069	34100359	34003308	34100351	-
ENST00000433963	USP8	ENSG00000138592	USP8	15	50716577	50793280	50731271	50791282	+
ENST00000433976	ZNF778	ENSG00000170100	ZNF778	16	89284118	89295363	89287536	89294967	+
ENST00000433979	PIK3C2G	ENSG00000139144	PIK3C2G	12	18400548	18801348	18435016	18800959	+
ENST00000433985	IFT27	ENSG00000100360	IFT27	22	37154246	37172300	37154358	37171751	-
ENST00000434006	SPINK8	ENSG00000229453	SPINK8	3	48348336	48369831	48348485	48369831	-
ENST00000434016	DRGX	ENSG00000165606	DRGX	10	50572237	50603497	50574164	50599907	-
ENST00000434032	USP19	ENSG00000172046	USP19	3	49145479	49158371	49146394	49156578	-
ENST00000434045	IGF2	ENSG00000167244	IGF2	11	2150342	2170833	2154220	2161526	-
ENST00000434106	ODF2	ENSG00000136811	ODF2	9	131217465	131263571	131219685	131262531	+
ENST00000434111	RIMBP3B	ENSG00000196934	RIMBP3B	22	21737663	21743446	21738148	21743064	+
ENST00000434130	PATL2	ENSG00000229474	PATL2	15	44957930	45003514	44958154	44968688	-
ENST00000434239	C18orf42	ENSG00000231824	C18orf42	18	5145284	5197502	5145564	5197052	-
ENST00000434248	ZNF780B	ENSG00000128000	ZNF780B	19	40534167	40562116	40540267	40556239	-
ENST00000434291	RP1-130H16.18	ENSG00000248751	RP1-130H16.18	22	30681227	30695471	30681612	30695471	-
ENST00000434316	TMCO3	ENSG00000150403	TMCO3	13	114145310	114204542	114149897	114203850	+
ENST00000434354	PEX5	ENSG00000139197	PEX5	12	7341281	7371170	7342974	7362816	+
ENST00000434396	ANKRD63	ENSG00000230778	ANKRD63	15	40573645	40574787	40573648	40574787	-
ENST00000434415	ZNF783	ENSG00000204946	ZNF783	7	148959262	148994393	148959425	148979431	+
ENST00000434422	RACGAP1	ENSG00000161800	RACGAP1	12	50370706	50426919	50384054	50410498	-
ENST00000434431	TMEM247	ENSG00000187600	TMEM247	2	46656329	46711564	46706725	46711564	+
ENST00000434476	SCRN1	ENSG00000136193	SCRN1	7	29959719	30029905	29963576	30029856	-
ENST00000434507	GALNT11	ENSG00000178234	GALNT11	7	151722759	151819425	151791313	151818759	+
ENST00000434600	LAMP2	ENSG00000005893	LAMP2	X	119561682	119603220	119562342	119603024	-
ENST00000434632	GPAT2	ENSG00000186281	GPAT2	2	96687694	96705199	96687910	96698107	-
ENST00000434634	WDR73	ENSG00000177082	WDR73	15	85185999	85197574	85186704	85197505	-
ENST00000434646	IGFL2	ENSG00000204866	IGFL2	19	46646363	46664556	46652243	46664342	+
ENST00000434704	DLX3	ENSG00000064195	DLX3	17	48067369	48072588	48068884	48072362	-
ENST00000434715	DCTN2	ENSG00000175203	DCTN2	12	57923885	57941114	57924475	57940846	-
ENST00000434724	GSPT1	ENSG00000103342	GSPT1	16	11961985	12009939	11966979	12009577	-
ENST00000434736	HHLA1	ENSG00000132297	HHLA1	8	133073733	133123406	133082576	133117512	-
ENST00000434737	ZNF177	ENSG00000188629	ZNF177	19	9435021	9493293	9488988	9492450	+
ENST00000434739	GOLGA6D	ENSG00000140478	GOLGA6D	15	75575176	75586816	75575217	75586813	+
ENST00000434748	FBRSL1	ENSG00000112787	FBRSL1	12	133066137	133161774	133067157	133160361	+
ENST00000434752	PROB1	ENSG00000228672	PROB1	5	138727635	138730885	138727726	138730770	-
ENST00000434758	C11orf70	ENSG00000137691	C11orf70	11	101918174	101955291	101918202	101953927	+
ENST00000434772	ZNF223	ENSG00000178386	ZNF223	19	44555520	44572144	44559330	44571427	+
ENST00000434783	FAM230A	ENSG00000188280	FAM230A	22	20692438	20716938	20692622	20710983	+
ENST00000434813	CLK1	ENSG00000013441	CLK1	2	201717732	201729422	201718032	201728949	-
ENST00000434824	RNF148	ENSG00000235631	RNF148	7	122341718	122343021	122341890	122342804	-
ENST00000434826	C4orf45	ENSG00000164123	C4orf45	4	159814286	159959912	159814858	159956248	-
ENST00000434837	MDGA1	ENSG00000112139	MDGA1	6	37600284	37667082	37605147	37664587	-
ENST00000434900	OPRM1	ENSG00000112038	OPRM1	6	154331631	154568001	154360296	154439853	+
ENST00000434937	RFPL4A	ENSG00000223638	RFPL4A	19	56270380	56274541	56273167	56274538	+
