gene	gene_id	transcript	transcript_mis_oe	transcript_cds_length	n_mcrs	min_mcr_mis_oe	min_mcr_oe_cds_length	loeuf	loeuf_decile	genebayes_shet_decile	roulette_shet_decile	omim_disease_inheritance	ddg2p_monoallelic_strong_def
OR9Q2	ENSG00000186513	ENST00000641291	1.021	942	1	1.020975486	NA	NA	NA	4	2	No OMIM disease association	FALSE
ENSG00000284732	ENSG00000284732	ENST00000641310	1.1654	1245	1	1.165374227	NA	NA	NA	NA	9	No OMIM disease association	FALSE
OR9K2	ENSG00000170605	ENST00000641329	1.1529	939	1	1.152844924	NA	NA	NA	3	4	No OMIM disease association	FALSE
OR52N4	ENSG00000181074	ENST00000641350	1.0685	963	1	1.068527919	NA	NA	NA	3	1	No OMIM disease association	FALSE
NFKBID	ENSG00000167604	ENST00000641389	0.80281	1365	2	0.6941736214	838	0.7773469054	4	8	7	No OMIM disease association	FALSE
OR2J2	ENSG00000204700	ENST00000641417	0.89938	936	1	0.8993801925	NA	2.882048562	10	3	2	No OMIM disease association	FALSE
OR10H1	ENSG00000186723	ENST00000641419	0.87862	954	3	0.1843771127	38	NA	NA	3	3	No OMIM disease association	FALSE
OR9I1	ENSG00000172377	ENST00000641439	1.1347	942	1	1.134676564	NA	NA	NA	3	9	No OMIM disease association	FALSE
OR10A2	ENSG00000170790	ENST00000641461	0.94993	909	1	0.9499279938	NA	NA	NA	4	2	No OMIM disease association	FALSE
MAPK10	ENSG00000109339	ENST00000641462	0.61695	1392	5	0.2233638597	89	0.5706244609	3	8	7	No OMIM disease association	FALSE
OR2AT4	ENSG00000171561	ENST00000641504	0.89898	960	1	0.8989791254	NA	NA	NA	2	3	No OMIM disease association	FALSE
OR4E2	ENSG00000221977	ENST00000641524	1.1544	939	1	1.154420041	NA	15.11767231	10	3	1	No OMIM disease association	FALSE
OR52K1	ENSG00000196778	ENST00000641528	1.085	942	1	1.084986406	NA	NA	NA	4	1	No OMIM disease association	FALSE
OR6P1	ENSG00000186440	ENST00000641540	1.1775	951	1	1.177484204	NA	4.130560199	10	3	1	No OMIM disease association	FALSE
OR2V1	ENSG00000185372	ENST00000641551	0.91381	945	1	0.9138115359	NA	NA	NA	2	1	No OMIM disease association	FALSE
OR9A4	ENSG00000258083	ENST00000641559	1.0259	942	1	1.025882599	NA	NA	NA	3	3	No OMIM disease association	FALSE
OR6C4	ENSG00000179626	ENST00000641569	1.3519	927	1	1.351946693	NA	4.879905925	10	4	1	No OMIM disease association	FALSE
OR4C11	ENSG00000172188	ENST00000641580	1.235	930	1	1.235019191	NA	NA	NA	4	2	No OMIM disease association	FALSE
OR6Y1	ENSG00000197532	ENST00000641622	1.2005	975	1	1.200480192	NA	NA	NA	3	4	No OMIM disease association	FALSE
OR2M3	ENSG00000228198	ENST00000641626	1.0501	936	1	1.050070432	NA	NA	NA	4	5	No OMIM disease association	FALSE
OR52N1	ENSG00000181001	ENST00000641645	1.041	960	1	1.040985668	NA	NA	NA	3	4	No OMIM disease association	FALSE
OR10H3	ENSG00000171936	ENST00000641646	1.0293	948	1	1.02926904	NA	4.461256294	10	3	1	No OMIM disease association	FALSE
OR2J1	ENSG00000204702	ENST00000641659	0.83562	936	1	0.8356178827	NA	NA	NA	5	6	No OMIM disease association	FALSE
OR5T2	ENSG00000181718	ENST00000641661	1.277	954	1	1.277019034	NA	NA	NA	4	1	No OMIM disease association	FALSE
OR5T1	ENSG00000181698	ENST00000641665	1.2008	978	1	1.200802271	NA	NA	NA	4	1	No OMIM disease association	FALSE
OR9G4	ENSG00000172457	ENST00000641668	1.1555	936	1	1.15544517	NA	NA	NA	3	1	No OMIM disease association	FALSE
OR1S2	ENSG00000197887	ENST00000641683	1.0522	936	1	1.052206674	NA	NA	NA	3	4	No OMIM disease association	FALSE
MFSD8	ENSG00000164073	ENST00000641686	0.87629	1554	1	0.8762845535	NA	1.148881924	7	5	4	Autosomal recessive only	FALSE
GYPA	ENSG00000170180	ENST00000641688	0.93499	450	2	0.4719691373	137	1.162756439	7	4	4	Other inheritance type	FALSE
OR4S2	ENSG00000174982	ENST00000641692	0.95377	933	1	0.9537610328	NA	NA	NA	5	2	No OMIM disease association	FALSE
OR2A5	ENSG00000221836	ENST00000641693	1.0402	933	1	1.040170258	NA	NA	NA	4	1	No OMIM disease association	FALSE
OR6B1	ENSG00000221813	ENST00000641698	0.99731	933	1	0.9973248838	NA	4.092831061	10	5	1	No OMIM disease association	FALSE
OR2L13	ENSG00000196071	ENST00000641714	0.94616	936	1	0.9461689182	NA	5.386755097	10	4	3	No OMIM disease association	FALSE
OR4P4	ENSG00000181927	ENST00000641760	0.99605	936	1	0.9960423916	NA	NA	NA	5	9	No OMIM disease association	FALSE
OR51L1	ENSG00000176798	ENST00000641819	0.99483	945	1	0.9948153802	NA	NA	NA	4	9	No OMIM disease association	FALSE
OR6K6	ENSG00000180433	ENST00000641861	1.0441	957	1	1.044086555	NA	NA	NA	3	3	No OMIM disease association	FALSE
OR2M4	ENSG00000171180	ENST00000641868	0.98011	933	1	0.9801095417	NA	NA	NA	4	4	No OMIM disease association	FALSE
OR11G2	ENSG00000196832	ENST00000641879	1.0638	933	1	1.06374384	NA	2.838404792	10	5	4	No OMIM disease association	FALSE
OR51G2	ENSG00000176893	ENST00000641926	1.2019	942	1	1.201947459	NA	NA	NA	3	4	No OMIM disease association	FALSE
OR51I2	ENSG00000187918	ENST00000641930	1.2336	936	1	1.233571302	NA	NA	NA	3	3	No OMIM disease association	FALSE
OR4D9	ENSG00000172742	ENST00000641962	1.0373	942	1	1.03725271	NA	8.04332861	10	3	6	No OMIM disease association	FALSE
PNPO	ENSG00000108439	ENST00000642017	0.84704	783	1	0.8470339108	NA	1.520896772	9	3	3	Autosomal recessive only	FALSE
OR10A3	ENSG00000170683	ENST00000642047	1.0767	942	1	1.076665044	NA	NA	NA	3	1	No OMIM disease association	FALSE
PPT1	ENSG00000131238	ENST00000642050	0.9002	918	1	0.9002111932	NA	0.6897996749	4	6	3	Autosomal recessive only	FALSE
OR5K1	ENSG00000232382	ENST00000642057	1.188	924	1	1.1879728	NA	6.606998554	10	3	1	No OMIM disease association	FALSE
OR8B8	ENSG00000197125	ENST00000642064	1.0251	933	1	1.025074909	NA	3.964919043	10	2	2	No OMIM disease association	FALSE
OR10H5	ENSG00000172519	ENST00000642092	0.84072	945	1	0.8407240918	NA	4.377434857	10	4	7	No OMIM disease association	FALSE
OR9G1	ENSG00000174914	ENST00000642097	1.3069	915	3	0.5180273518	170	4.643829588	10	4	2	No OMIM disease association	FALSE
OR4Q3	ENSG00000182652	ENST00000642117	1.0125	963	1	1.012454801	NA	NA	NA	4	NA	No OMIM disease association	FALSE
POLR1C	ENSG00000171453	ENST00000642195	1.1255	1038	1	1.125516139	NA	1.276127214	8	3	4	Autosomal recessive only	FALSE
PATJ	ENSG00000132849	ENST00000642238	0.93422	5646	1	0.9342377659	NA	1.039390869	6	3	3	No OMIM disease association	FALSE
MYH14	ENSG00000105357	ENST00000642316	0.86463	6108	3	0.7621207825	1924	0.4772450623	2	8	7	Other inheritance type	FALSE
SCN9A	ENSG00000169432	ENST00000642356	0.93966	5964	7	0.3597122302	72	0.875229074	5	6	4	Other inheritance type	FALSE
BCL11A	ENSG00000119866	ENST00000642384	0.71847	2505	4	0.2579757503	281	0.2925881653	1	9	9	Autosomal dominant only	TRUE
GNE	ENSG00000159921	ENST00000642385	0.66882	2166	1	0.66882274	NA	0.9561017641	6	6	4	Other inheritance type	FALSE
RPGR	ENSG00000156313	ENST00000642395	0.91047	2445	2	0.6828127358	1093	0.5104020643	2	10	NA	Other inheritance type	FALSE
SLC4A11	ENSG00000088836	ENST00000642402	0.9066	2625	3	0.1919846412	46	0.6283881507	3	6	5	Other inheritance type	FALSE
BPI	ENSG00000101425	ENST00000642449	1.0678	1449	1	1.067790772	NA	1.161551099	7	1	3	No OMIM disease association	FALSE
SMIM1	ENSG00000235169	ENST00000642557	0.92372	234	1	0.923765072	NA	1.836360981	9	5	NA	Autosomal recessive only	FALSE
SPAG11A	ENSG00000178287	ENST00000642566	0.19586	399	1	0.6836568043	NA	2.674158447	10	3	NA	No OMIM disease association	FALSE
TBCE	ENSG00000284770	ENST00000642610	1.0026	1581	1	1.002602911	NA	0.8158707675	5	NA	4	Autosomal recessive only	FALSE
NDP	ENSG00000124479	ENST00000642620	0.73546	399	1	0.7354276376	NA	4.650926074	10	10	NA	Other inheritance type	TRUE
MBD5	ENSG00000204406	ENST00000642680	0.89742	5181	4	0.287132368	64	0.1857393601	1	10	10	Autosomal dominant only	TRUE
TLR2	ENSG00000137462	ENST00000642700	0.89767	2352	1	0.8976640835	NA	5.459572119	10	1	1	Other inheritance type	FALSE
SNTG1	ENSG00000147481	ENST00000642720	1.1238	1551	1	1.123835149	NA	0.7242460316	4	7	8	No OMIM disease association	FALSE
ALDOA	ENSG00000149925	ENST00000642816	0.90623	1254	1	0.9062289593	NA	0.8413730702	5	7	7	Autosomal recessive only	FALSE
IQSEC2	ENSG00000124313	ENST00000642864	0.56193	4464	11	0.03500542584	100	0.3932616559	2	10	NA	Other inheritance type	TRUE
ENSG00000285130	ENSG00000285130	ENST00000642889	0.9887	3957	1	0.9887135783	NA	NA	NA	NA	6	No OMIM disease association	FALSE
SRP72	ENSG00000174780	ENST00000642900	0.92775	2013	3	0.4465649752	115	0.7071618942	4	6	6	Autosomal dominant only	FALSE
ENSG00000284931	ENSG00000284931	ENST00000642908	0.43632	441	1	0.9576837416	NA	NA	NA	NA	5	No OMIM disease association	FALSE
MYO3A	ENSG00000095777	ENST00000642920	0.99526	4848	1	0.9952755906	NA	1.08632296	7	1	2	Autosomal recessive only	FALSE
CD59	ENSG00000085063	ENST00000642928	0.9472	384	1	0.9472080546	NA	1.109115336	7	5	9	Autosomal recessive only	FALSE
LOXHD1	ENSG00000167210	ENST00000642948	0.98599	6819	1	0.9860008076	NA	0.9227783516	6	3	3	Autosomal recessive only	FALSE
AP3D1	ENSG00000065000	ENST00000643116	0.87491	3645	6	0.1029389058	49	0.3196285134	1	9	7	Autosomal recessive only	FALSE
SLC33A1	ENSG00000169359	ENST00000643144	0.72452	1647	1	0.7245163549	NA	0.5977324206	3	6	6	Other inheritance type	FALSE
TEX15	ENSG00000133863	ENST00000643185	1.0284	9516	1	1.028383381	NA	0.8380530374	5	5	4	Autosomal recessive only	FALSE
CD8B2	ENSG00000254126	ENST00000643224	0.72838	630	3	0.4222565389	206	0.9573413047	6	NA	NA	No OMIM disease association	FALSE
SEMA3E	ENSG00000170381	ENST00000643230	0.93907	2325	1	0.9390644596	NA	0.79377218	4	7	7	No OMIM disease association	FALSE
BTD	ENSG00000169814	ENST00000643237	1.0363	1569	1	1.036301296	NA	1.276311395	8	2	6	Other inheritance type	FALSE
TCOF1	ENSG00000070814	ENST00000643257	0.93879	4467	2	0.4251813664	179	0.2698490502	1	8	7	Autosomal dominant only	TRUE
SCN7A	ENSG00000136546	ENST00000643258	1.0359	5046	1	1.035940803	NA	1.125476341	7	1	3	No OMIM disease association	FALSE
CEP78	ENSG00000148019	ENST00000643273	1.0841	2115	1	1.084055643	NA	1.224848702	8	3	4	Autosomal recessive only	FALSE
ENSG00000284779	ENSG00000284779	ENST00000643349	0.98167	447	1	0.9816682937	NA	NA	NA	NA	8	No OMIM disease association	FALSE
HOXA1	ENSG00000105991	ENST00000643460	1.027	1005	1	1.027010846	NA	0.8257121852	5	7	7	Autosomal recessive only	FALSE
P2RX2	ENSG00000187848	ENST00000643471	1.0392	1413	1	1.039215377	NA	0.7643812824	4	1	2	Autosomal dominant only	FALSE
TPM4	ENSG00000167460	ENST00000643579	0.74796	744	1	0.7479664662	NA	0.7546230514	4	7	9	No OMIM disease association	FALSE
SAP130	ENSG00000136715	ENST00000643581	0.72811	3171	6	0.2793588714	70	0.1970048625	1	10	10	No OMIM disease association	FALSE
TMIE	ENSG00000181585	ENST00000643606	0.99061	468	1	0.9906278833	NA	1.280317564	8	4	3	Autosomal recessive only	FALSE
KIF25	ENSG00000125337	ENST00000643607	0.95665	1152	2	0.136299204	89	0.8645341209	5	1	1	No OMIM disease association	FALSE
NMNAT3	ENSG00000163864	ENST00000643695	0.88642	1038	2	0.9178935244	131	1.712101873	9	1	6	No OMIM disease association	FALSE
TRIM8	ENSG00000171206	ENST00000643721	0.75505	1653	2	0.5586970508	653	0.2874939471	1	9	9	Autosomal dominant only	TRUE
RPL11	ENSG00000142676	ENST00000643754	0.64686	534	1	0.646847725	NA	0.3240442924	1	10	9	Autosomal dominant only	TRUE
SPTA1	ENSG00000163554	ENST00000643759	1.0966	7257	1	1.096545984	NA	0.6525483831	3	7	7	Other inheritance type	FALSE
CERT1	ENSG00000113163	ENST00000643780	0.64245	1872	8	0	46	0.5421600108	3	9	9	No OMIM disease association	TRUE
RIPOR2	ENSG00000111913	ENST00000643898	0.8023	3141	1	0.8023265078	NA	0.4424937531	2	8	8	Other inheritance type	FALSE
PRKCB	ENSG00000166501	ENST00000643927	0.58122	2019	6	0.07402198453	72	0.2599369366	1	10	10	No OMIM disease association	FALSE
TMEM8B	ENSG00000137103	ENST00000643932	0.87324	2772	1	0.8732364421	NA	0.7528413809	4	6	7	No OMIM disease association	FALSE
SLC52A2	ENSG00000185803	ENST00000643944	1.0626	1335	1	1.062610689	NA	0.7839611364	4	3	5	Autosomal recessive only	FALSE
POU3F4	ENSG00000196767	ENST00000644024	0.74079	1083	5	0.0553832521	75	NA	NA	10	NA	Other inheritance type	FALSE
MYO1F	ENSG00000142347	ENST00000644032	0.83034	3294	2	0.7791533201	2491	0.4450669661	2	7	7	No OMIM disease association	FALSE
SMARCB1	ENSG00000099956	ENST00000644036	0.44382	1155	6	0.09878006618	86	0.1793940365	1	10	10	Other inheritance type	TRUE
SEPTIN3	ENSG00000100167	ENST00000644076	0.63214	2568	3	0.1828420976	66	0.4890122086	2	8	9	No OMIM disease association	FALSE
SATL1	ENSG00000184788	ENST00000644105	0.98778	2085	3	0.3529453288	110	1.780918231	9	4	NA	No OMIM disease association	FALSE
AK1	ENSG00000106992	ENST00000644144	0.83906	582	1	0.8390511664	NA	0.7616024227	4	4	6	Autosomal recessive only	FALSE
PAPLN	ENSG00000100767	ENST00000644200	0.98632	3834	1	0.9862950857	NA	0.9242058531	6	1	2	No OMIM disease association	FALSE
SLC19A3	ENSG00000135917	ENST00000644224	0.99213	1488	1	0.9921399722	NA	0.9013404692	5	4	6	Autosomal recessive only	FALSE
DSE	ENSG00000111817	ENST00000644252	0.73702	2874	4	0.597840808	1260	0.560804972	3	8	8	Autosomal recessive only	FALSE
XG	ENSG00000124343	ENST00000644266	0.9647	585	1	0.9647159151	NA	1.955279964	10	4	NA	Other inheritance type	FALSE
SLC26A4	ENSG00000091137	ENST00000644269	1.191	2340	1	1.19102976	NA	1.266762426	8	1	3	Autosomal recessive only	FALSE
TBX4	ENSG00000121075	ENST00000644296	0.86622	1638	3	0.6454857909	555	0.263826739	1	9	6	Other inheritance type	TRUE
ABHD5	ENSG00000011198	ENST00000644371	0.94249	1047	1	0.9424825794	NA	0.9948900413	6	6	5	Autosomal recessive only	FALSE
TMPRSS3	ENSG00000160183	ENST00000644384	1.0286	1359	1	1.028579318	NA	0.940699509	6	3	4	Autosomal recessive only	FALSE
PCDH15	ENSG00000150275	ENST00000644397	1.0619	5220	1	1.061955331	NA	0.8846673786	5	5	5	Other inheritance type	FALSE
GIPC3	ENSG00000179855	ENST00000644452	0.99514	936	1	0.9951373968	NA	0.6406388282	3	5	5	Autosomal recessive only	FALSE
ATXN3	ENSG00000066427	ENST00000644486	0.76048	1083	2	0.6084070796	510	0.8629379343	5	7	9	Autosomal dominant only	FALSE
ENSG00000285446	ENSG00000285446	ENST00000644499	0.63389	846	1	0.6338916934	NA	NA	NA	NA	8	No OMIM disease association	FALSE
VPS45	ENSG00000136631	ENST00000644510	0.815	1710	1	0.8149994897	NA	0.6726563066	3	6	6	Autosomal recessive only	FALSE
PJVK	ENSG00000204311	ENST00000644580	0.99073	1056	1	0.9907210516	NA	1.292996585	8	2	4	Autosomal recessive only	FALSE
MORN2	ENSG00000188010	ENST00000644631	1.2484	453	1	1.248420896	NA	2.097727652	10	4	NA	No OMIM disease association	FALSE
SLC18A2	ENSG00000165646	ENST00000644641	0.85104	1542	2	0.68864101	641	0.666025735	3	7	7	Autosomal recessive only	FALSE
RELCH	ENSG00000134444	ENST00000644646	0.74395	3648	4	0.6880069525	674	0.36749101	2	9	9	No OMIM disease association	FALSE
H2BE1	ENSG00000285480	ENST00000644661	0.94288	366	1	0.9428403064	NA	3.784565606	10	NA	10	No OMIM disease association	FALSE
MTAP	ENSG00000099810	ENST00000644715	1.0193	849	1	1.019331185	NA	1.117095345	7	5	4	Autosomal dominant only	FALSE
PITX2	ENSG00000164093	ENST00000644743	0.72021	972	3	0.2824061	189	0.3519270535	1	10	10	Autosomal dominant only	TRUE
KITLG	ENSG00000049130	ENST00000644744	0.91551	819	2	0.731050404	535	0.6621390814	3	9	5	Other inheritance type	FALSE
STEEP1	ENSG00000018610	ENST00000644802	0.305	666	2	0.1195293957	229	0.5650813267	3	10	NA	Other inheritance type	FALSE
ESRRB	ENSG00000119715	ENST00000644823	0.80347	1362	1	0.8034641158	NA	0.5527085174	3	8	9	Autosomal recessive only	FALSE
ENSG00000285162	ENSG00000285162	ENST00000644824	0.87725	1629	1	0.8772580861	NA	NA	NA	NA	5	No OMIM disease association	FALSE
KNG1	ENSG00000113889	ENST00000644859	0.96435	1932	1	0.9643494438	NA	0.6592508456	3	2	5	Other inheritance type	FALSE
VPS13C	ENSG00000129003	ENST00000644861	1.0986	11259	3	0.2423654872	55	0.9008796942	5	4	4	Autosomal recessive only	FALSE
FGF2	ENSG00000138685	ENST00000644866	0.8277	465	1	0.827705276	NA	1.804371636	9	6	7	Other inheritance type	FALSE
DDX3X	ENSG00000215301	ENST00000644876	0.40469	1986	5	0	77	0.4009778269	2	10	NA	Other inheritance type	TRUE
KCNJ10	ENSG00000177807	ENST00000644903	0.6982	1137	3	0.5862081216	675	3.994416026	10	7	7	Autosomal recessive only	FALSE
SPTB	ENSG00000070182	ENST00000644917	0.89297	6984	4	0.1176124669	42	0.1605208013	1	10	7	Other inheritance type	FALSE
SLC35B3	ENSG00000124786	ENST00000644923	0.86906	1203	1	0.8690541165	NA	1.08686691	7	2	4	No OMIM disease association	FALSE
TRIOBP	ENSG00000100106	ENST00000644935	0.90885	7095	5	0.07055740349	456	0.8213306457	5	5	4	Autosomal recessive only	FALSE
BRAF	ENSG00000157764	ENST00000644969	0.57721	2421	10	0.0495147554	104	0.2580069461	1	10	10	Other inheritance type	TRUE
TNXB	ENSG00000168477	ENST00000644971	0.84697	12732	3	0.03228722717	418	0.577216389	3	6	6	Other inheritance type	FALSE
KSR1	ENSG00000141068	ENST00000644974	0.83902	2784	3	0.3152271294	121	0.4780377018	2	8	8	No OMIM disease association	FALSE
HECW2	ENSG00000138411	ENST00000644978	0.76183	4716	11	0.04627487274	53	0.4353447078	2	9	9	Autosomal dominant only	TRUE
PTPRQ	ENSG00000139304	ENST00000644991	1.0378	6897	1	1.037810473	NA	1.013948686	6	2	NA	Other inheritance type	FALSE
TBCEL-TECTA	ENSG00000285509	ENST00000645041	0.68286	1432	3	0.3252979044	155	0.5508816434	3	NA	8	No OMIM disease association	FALSE
GPR174	ENSG00000147138	ENST00000645147	0.86451	999	1	0.8645067464	NA	NA	NA	9	NA	No OMIM disease association	FALSE
TRMU	ENSG00000100416	ENST00000645190	1.0744	1263	1	1.074380165	NA	0.9511311867	6	3	4	Other inheritance type	FALSE
KDSR	ENSG00000119537	ENST00000645214	0.84211	996	1	0.8421103141	NA	0.8634789176	5	6	6	Autosomal recessive only	FALSE
GSDME	ENSG00000105928	ENST00000645220	1.0972	1488	1	1.097227969	NA	0.8925895762	5	2	3	Autosomal dominant only	FALSE
ABCC4	ENSG00000125257	ENST00000645237	0.87308	3975	3	0.5863339096	316	0.7044760435	4	6	6	No OMIM disease association	FALSE
ESPN	ENSG00000187017	ENST00000645284	0.85552	2562	3	0.5804867158	442	0.796466655	4	6	4	Autosomal recessive only	FALSE
CFAP92	ENSG00000114656	ENST00000645291	0.93781	3312	1	0.9378407852	NA	0.9451174999	6	2	1	No OMIM disease association	FALSE
ATP13A3	ENSG00000133657	ENST00000645319	0.76447	3768	3	0.7037678649	235	0.4309681474	2	9	9	Autosomal recessive only	FALSE
TBL1X	ENSG00000101849	ENST00000645353	0.67402	1731	6	0.05357334191	76	0.2506869923	1	9	NA	Other inheritance type	FALSE
CYP2D6	ENSG00000100197	ENST00000645361	1.0145	1491	5	0	43	1.392950937	9	2	1	Autosomal recessive only	FALSE
SPATA3	ENSG00000173699	ENST00000645363	1.189	1065	1	1.189015035	NA	3.03951245	10	3	NA	No OMIM disease association	FALSE
COL13A1	ENSG00000197467	ENST00000645393	0.94053	2184	3	0.6499661476	340	0.7596787499	4	4	5	Autosomal recessive only	FALSE
PABIR3	ENSG00000156500	ENST00000645433	0.96708	810	1	0.9670981937	NA	1.360123228	8	6	NA	No OMIM disease association	FALSE
FOXF2	ENSG00000137273	ENST00000645481	1.0118	1332	2	0.1641901322	52	0.4810271209	2	9	8	No OMIM disease association	FALSE
TPM2	ENSG00000198467	ENST00000645482	0.52646	852	1	0.526463964	NA	0.8157028493	5	7	8	Autosomal dominant only	TRUE
RDX	ENSG00000137710	ENST00000645495	0.86975	1749	1	0.8697416867	NA	0.5793241676	3	9	9	Autosomal recessive only	FALSE
SLC52A3	ENSG00000101276	ENST00000645534	0.89412	1407	2	0.7960431349	1090	0.6813135518	4	6	4	Autosomal recessive only	FALSE
ENSG00000285330	ENSG00000285330	ENST00000645635	0.97845	1893	1	0.9784402588	NA	NA	NA	NA	4	No OMIM disease association	FALSE
TSEN15	ENSG00000198860	ENST00000645668	0.82352	513	3	0.6160830091	305	0.7833780102	4	6	6	Autosomal recessive only	FALSE
RPS7	ENSG00000171863	ENST00000645674	0.55593	582	2	0.4316630695	404	0.3339211531	1	10	10	Autosomal dominant only	FALSE
LRGUK	ENSG00000155530	ENST00000645682	1.0344	3390	1	1.034445112	NA	1.25789743	8	2	4	No OMIM disease association	FALSE
SIX1	ENSG00000126778	ENST00000645694	0.91	852	3	0.05290445456	38	0.6456820036	3	9	9	Autosomal dominant only	TRUE
ARHGAP26	ENSG00000145819	ENST00000645722	0.74272	2277	6	0.05901097604	43	0.4833316971	2	9	9	Other inheritance type	FALSE
SPG7	ENSG00000197912	ENST00000645818	1.1414	2385	1	1.14135933	NA	1.230264359	8	3	2	Other inheritance type	FALSE
FOXC1	ENSG00000054598	ENST00000645831	1.0979	1659	3	0	36	0.3708031431	2	9	9	Autosomal dominant only	TRUE
ABHD18	ENSG00000164074	ENST00000645843	0.95439	1392	3	0.2202279359	44	1.201458796	8	3	4	No OMIM disease association	FALSE
LARS2	ENSG00000011376	ENST00000645846	0.86856	2709	1	0.8685509197	NA	0.8761250606	5	5	4	Autosomal recessive only	FALSE
TRANK1	ENSG00000168016	ENST00000645898	0.91511	8907	1	0.9150938205	NA	0.7817255402	4	6	5	No OMIM disease association	FALSE
ACOT6	ENSG00000205669	ENST00000645972	0.94776	1263	1	0.7906422615	NA	3.342626065	10	3	7	No OMIM disease association	FALSE
FRRS1	ENSG00000156869	ENST00000646001	0.92559	1776	1	0.9255943362	NA	1.048848317	7	1	6	No OMIM disease association	FALSE
TRIM66	ENSG00000166436	ENST00000646038	0.98122	4176	3	0.5696644493	127	0.6676010203	3	5	3	No OMIM disease association	FALSE
OTOA	ENSG00000155719	ENST00000646100	0.8524	3417	4	0.1556178027	52	0.8527843977	5	1	4	Autosomal recessive only	FALSE
ARPC1B	ENSG00000130429	ENST00000646101	0.886	1116	1	0.8859922547	NA	0.9123193117	5	7	7	Autosomal recessive only	FALSE
